State,Date,Daily Confirmed,Daily deceased,Daily recovered,Daily tested
Rajasthan,6/2/2020,273,4,222,15605
Rajasthan,6/3/2020,279,6,309,13999
Rajasthan,6/4/2020,210,4,360,12341
Rajasthan,6/5/2020,222,5,255,13781
Rajasthan,6/6/2020,253,13,142,13570
Rajasthan,6/7/2020,262,9,253,12304
Rajasthan,6/8/2020,277,6,363,11566
Rajasthan,6/9/2020,369,9,211,11681
Rajasthan,6/10/2020,355,4,241,13281
Rajasthan,6/11/2020,238,6,206,14752
Rajasthan,6/12/2020,230,7,236,13479
Rajasthan,6/13/2020,118,3,164,0
Sikkim,5/4/2020,0,0,0,170
Sikkim,5/5/2020,0,0,0,11
Sikkim,5/6/2020,0,0,0,8
Sikkim,5/7/2020,0,0,0,27
Sikkim,5/9/2020,0,0,0,3
Sikkim,5/12/2020,0,0,0,129
Sikkim,5/13/2020,0,0,0,91
Sikkim,5/14/2020,0,0,0,140
Sikkim,5/15/2020,0,0,0,-231
Sikkim,5/16/2020,0,0,0,492
Sikkim,5/17/2020,0,0,0,107
Sikkim,5/18/2020,0,0,0,140
Sikkim,5/19/2020,0,0,0,117
Sikkim,5/20/2020,0,0,0,138
Sikkim,5/22/2020,0,0,0,295
Sikkim,5/23/2020,1,0,0,70
Sikkim,6/3/2020,1,0,0,314
Sikkim,6/5/2020,1,0,0,403
Sikkim,6/6/2020,4,0,0,244
Sikkim,6/9/2020,6,0,3,268
Sikkim,6/12/2020,50,0,0,-1535
Telangana,3/2/2020,1,0,0,0
Telangana,3/14/2020,1,0,0,0
Telangana,3/15/2020,1,0,0,0
Telangana,3/16/2020,1,0,0,0
Telangana,3/17/2020,1,0,0,0
Telangana,3/18/2020,8,0,0,0
Telangana,3/19/2020,3,0,0,0
Telangana,3/20/2020,3,0,0,0
Telangana,3/21/2020,2,0,0,0
Telangana,3/22/2020,6,0,0,0
Telangana,3/23/2020,6,0,0,0
Telangana,3/24/2020,6,0,0,0
Telangana,3/25/2020,2,0,0,0
Telangana,3/26/2020,4,0,0,0
Telangana,3/27/2020,14,0,0,0
Telangana,3/28/2020,8,0,0,0
Telangana,3/29/2020,3,1,1,0
Telangana,3/30/2020,7,5,13,0
Telangana,4/1/2020,30,3,0,0
Telangana,4/2/2020,27,0,3,0
Telangana,4/3/2020,75,2,15,0
Telangana,4/4/2020,43,0,1,0
Telangana,4/6/2020,30,0,12,0
Telangana,4/9/2020,18,1,0,0
Telangana,4/11/2020,16,2,51,0
Telangana,4/12/2020,28,2,7,0
Telangana,4/13/2020,61,1,0,0
Telangana,4/14/2020,52,1,7,0
Telangana,4/15/2020,6,0,8,0
Telangana,4/16/2020,50,0,68,0
Telangana,4/19/2020,49,3,0,14962
Telangana,4/23/2020,27,1,58,0
Telangana,4/28/2020,6,0,42,4101
Telangana,4/29/2020,7,0,35,215
Telangana,4/30/2020,22,3,33,0
Telangana,5/2/2020,17,1,35,0
Telangana,5/9/2020,31,1,24,0
Telangana,5/12/2020,51,2,21,0
Telangana,5/13/2020,41,2,117,0
Telangana,5/16/2020,55,0,12,4110
Telangana,5/19/2020,42,4,9,0
Telangana,5/20/2020,27,2,2,0
Telangana,5/21/2020,38,5,23,0
Telangana,5/22/2020,62,3,7,0
Telangana,5/23/2020,52,1,25,0
Telangana,5/24/2020,41,4,24,0
Telangana,5/25/2020,66,3,72,0
Telangana,5/26/2020,112,1,120,0
Telangana,5/27/2020,107,6,37,0
Telangana,5/28/2020,117,4,24,0
Telangana,5/29/2020,169,4,36,0
Telangana,5/30/2020,74,6,31,0
Telangana,5/31/2020,199,5,16,0
Telangana,6/1/2020,94,6,63,0
Telangana,6/2/2020,99,4,35,0
Telangana,6/3/2020,129,7,30,0
Telangana,6/4/2020,127,6,31,0
Telangana,6/5/2020,143,8,40,0
Telangana,6/6/2020,206,10,83,0
Telangana,6/7/2020,154,14,32,0
Telangana,6/10/2020,191,8,75,0
Telangana,6/11/2020,209,9,176,0
Telangana,6/12/2020,164,9,285,0
Tamil Nadu,3/7/2020,1,0,0,0
Tamil Nadu,3/18/2020,1,0,0,0
Tamil Nadu,3/19/2020,1,0,0,0
Tamil Nadu,3/21/2020,3,0,0,0
Tamil Nadu,3/22/2020,3,0,0,0
Tamil Nadu,3/23/2020,3,0,0,0
Tamil Nadu,3/24/2020,6,0,0,0
Tamil Nadu,3/25/2020,8,0,0,0
Tamil Nadu,3/26/2020,3,0,0,0
Tamil Nadu,3/27/2020,9,0,0,0
Tamil Nadu,3/28/2020,4,0,0,0
Tamil Nadu,3/29/2020,8,1,4,0
Tamil Nadu,3/31/2020,57,0,2,0
Tamil Nadu,4/4/2020,74,2,2,0
Tamil Nadu,4/6/2020,50,1,5,0
Tamil Nadu,4/7/2020,69,1,6,0
Tamil Nadu,4/8/2020,48,1,2,1621
Tamil Nadu,4/9/2020,96,0,6,1962
Tamil Nadu,4/10/2020,77,1,17,1143
Tamil Nadu,4/11/2020,58,1,0,1432
Tamil Nadu,4/12/2020,106,1,6,813
Tamil Nadu,4/13/2020,98,0,8,2091
Tamil Nadu,4/14/2020,31,1,23,6509
Tamil Nadu,4/15/2020,38,2,37,2739
Tamil Nadu,4/16/2020,25,1,62,4011
Tamil Nadu,4/17/2020,56,0,103,3668
Tamil Nadu,4/18/2020,49,0,82,5363
Tamil Nadu,4/19/2020,105,0,46,5840
Tamil Nadu,4/20/2020,43,2,46,6109
Tamil Nadu,4/21/2020,76,1,178,6060
Tamil Nadu,4/22/2020,33,0,27,5978
Tamil Nadu,4/23/2020,54,2,90,6954
Tamil Nadu,4/24/2020,72,2,114,6426
Tamil Nadu,4/25/2020,66,1,94,7707
Tamil Nadu,4/26/2020,64,1,60,7495
Tamil Nadu,4/27/2020,52,0,54,7176
Tamil Nadu,4/28/2020,121,1,54,7093
Tamil Nadu,4/29/2020,104,2,82,8087
Tamil Nadu,4/30/2020,161,0,48,9787
Tamil Nadu,5/1/2020,203,1,54,9615
Tamil Nadu,5/2/2020,231,1,29,10127
Tamil Nadu,5/3/2020,266,1,38,10617
Tamil Nadu,5/4/2020,527,1,30,12863
Tamil Nadu,5/5/2020,508,2,76,11858
Tamil Nadu,5/6/2020,771,2,31,13413
Tamil Nadu,5/7/2020,580,2,31,14195
Tamil Nadu,5/8/2020,600,3,58,13980
Tamil Nadu,5/9/2020,526,4,219,13254
Tamil Nadu,5/10/2020,669,3,135,13367
Tamil Nadu,5/11/2020,798,6,92,11862
Tamil Nadu,5/12/2020,716,8,83,11788
Tamil Nadu,5/13/2020,509,3,41,12780
Tamil Nadu,5/14/2020,447,2,65,11965
Tamil Nadu,5/15/2020,434,5,359,11672
Tamil Nadu,5/16/2020,477,4,939,10535
Tamil Nadu,5/17/2020,639,4,634,13081
Tamil Nadu,5/18/2020,536,3,234,11121
Tamil Nadu,5/19/2020,688,3,489,10333
Tamil Nadu,5/20/2020,743,3,987,11894
Tamil Nadu,5/21/2020,776,7,400,12464
Tamil Nadu,5/22/2020,786,4,846,12653
Tamil Nadu,5/23/2020,759,5,363,12155
Tamil Nadu,5/24/2020,765,8,833,12275
Tamil Nadu,5/25/2020,805,7,407,11835
Tamil Nadu,5/26/2020,646,11,611,10289
Tamil Nadu,5/27/2020,817,6,567,11231
Tamil Nadu,5/28/2020,827,12,639,12246
Tamil Nadu,5/29/2020,874,9,765,11334
Tamil Nadu,5/30/2020,938,6,687,12605
Tamil Nadu,5/31/2020,1149,13,757,12807
Tamil Nadu,6/1/2020,1162,11,413,11377
Tamil Nadu,6/2/2020,1091,13,536,11094
Tamil Nadu,6/3/2020,1286,8,610,14101
Tamil Nadu,6/4/2020,1384,15,585,16447
Tamil Nadu,6/5/2020,1438,12,861,15692
Tamil Nadu,6/6/2020,1458,19,633,16022
Tamil Nadu,6/7/2020,1515,18,604,16275
Tamil Nadu,6/8/2020,1562,17,528,14982
Tamil Nadu,6/9/2020,1685,18,798,13219
Tamil Nadu,6/10/2020,1927,19,1008,17675
Tamil Nadu,6/11/2020,1875,23,1372,16829
Tamil Nadu,6/12/2020,1982,18,1342,18231
Tripura,4/6/2020,1,0,0,0
Tripura,4/10/2020,1,0,0,0
Tripura,4/15/2020,0,0,1,401
Tripura,5/2/2020,2,0,0,127
Tripura,5/3/2020,12,0,0,207
Tripura,5/4/2020,13,0,0,232
Tripura,5/5/2020,13,0,0,456
Tripura,5/6/2020,22,0,0,378
Tripura,5/7/2020,24,0,0,689
Tripura,5/8/2020,30,0,0,531
Tripura,5/9/2020,17,0,0,892
Tripura,5/10/2020,16,0,0,751
Tripura,5/12/2020,2,0,0,748
Tripura,5/13/2020,1,0,0,802
Tripura,5/14/2020,1,0,27,658
Tripura,5/15/2020,0,0,13,757
Tripura,5/16/2020,11,0,22,617
Tripura,5/17/2020,-2,0,21,572
Tripura,5/18/2020,0,0,4,536
Tripura,5/19/2020,8,0,27,797
Tripura,5/21/2020,2,0,32,1051
Tripura,5/22/2020,0,0,4,848
Tripura,5/23/2020,16,0,0,1016
Tripura,5/24/2020,3,0,13,541
Tripura,5/25/2020,4,0,0,1593
Tripura,5/26/2020,34,0,0,1178
Tripura,5/27/2020,10,0,0,1215
Tripura,5/28/2020,2,0,2,862
Tripura,5/29/2020,10,0,0,1277
Tripura,5/30/2020,17,0,5,973
Tripura,5/31/2020,45,0,1,1099
Tripura,6/1/2020,107,0,0,885
Tripura,6/2/2020,48,0,0,706
Tripura,6/3/2020,151,0,0,1415
Tripura,6/4/2020,24,0,0,657
Tripura,6/5/2020,48,0,0,1162
Tripura,6/6/2020,55,0,0,1031
Tripura,6/7/2020,53,0,19,1932
Tripura,6/8/2020,38,0,0,2190
Tripura,6/9/2020,26,1,0,1119
Tripura,6/10/2020,31,0,47,1455
Tripura,6/11/2020,25,0,39,1362
Cases Unassigned to States,5/19/2020,814,0,0,0
Cases Unassigned to States,5/20/2020,282,0,0,0
Cases Unassigned to States,5/21/2020,307,0,0,0
Cases Unassigned to States,5/22/2020,217,0,0,0
Cases Unassigned to States,5/23/2020,279,0,0,0
Cases Unassigned to States,5/24/2020,439,0,0,0
Cases Unassigned to States,5/25/2020,304,0,0,0
Cases Unassigned to States,5/26/2020,328,0,0,0
Cases Unassigned to States,5/27/2020,1043,0,0,0
Cases Unassigned to States,5/28/2020,319,0,0,0
Cases Unassigned to States,5/29/2020,341,0,0,0
Cases Unassigned to States,5/30/2020,370,0,0,0
Cases Unassigned to States,5/31/2020,448,0,0,0
Cases Unassigned to States,6/1/2020,139,0,0,0
Cases Unassigned to States,6/2/2020,784,0,0,0
Cases Unassigned to States,6/3/2020,709,0,0,0
Cases Unassigned to States,6/4/2020,360,0,0,0
Cases Unassigned to States,6/5/2020,127,0,0,0
Cases Unassigned to States,6/6/2020,582,0,0,0
Cases Unassigned to States,6/7/2020,418,0,0,0
Cases Unassigned to States,6/8/2020,-773,0,0,0
Cases Unassigned to States,6/9/2020,874,0,0,0
Cases Unassigned to States,6/10/2020,516,0,0,0
Cases Unassigned to States,6/11/2020,-296,0,0,0
Cases Unassigned to States,6/12/2020,-616,0,0,0
Cases Unassigned to States,6/13/2020,-331,0,0,0
Uttar Pradesh ,3/4/2020,7,0,0,0
Uttar Pradesh ,3/5/2020,1,0,0,0
Uttar Pradesh ,3/9/2020,2,0,0,0
Uttar Pradesh ,3/12/2020,2,0,0,0
Uttar Pradesh ,3/13/2020,1,0,0,0
Uttar Pradesh ,3/17/2020,2,0,0,0
Uttar Pradesh ,3/18/2020,2,0,0,0
Uttar Pradesh ,3/19/2020,3,0,0,0
Uttar Pradesh ,3/20/2020,4,0,0,0
Uttar Pradesh ,3/21/2020,4,0,0,0
Uttar Pradesh ,3/22/2020,2,0,0,0
Uttar Pradesh ,3/23/2020,4,0,0,0
Uttar Pradesh ,3/24/2020,1,0,0,0
Uttar Pradesh ,3/25/2020,3,0,0,0
Uttar Pradesh ,3/26/2020,4,0,0,0
Uttar Pradesh ,3/27/2020,7,0,0,0
Uttar Pradesh ,3/28/2020,16,0,0,0
Uttar Pradesh ,3/29/2020,7,0,11,0
Uttar Pradesh ,3/30/2020,24,0,6,0
Uttar Pradesh ,4/1/2020,13,2,0,0
Uttar Pradesh ,4/4/2020,60,0,4,0
Uttar Pradesh ,4/5/2020,44,1,0,5255
Uttar Pradesh ,4/8/2020,29,1,10,0
Uttar Pradesh ,4/10/2020,23,0,1,930
Uttar Pradesh ,4/11/2020,19,1,13,1263
Uttar Pradesh ,4/13/2020,75,0,4,1432
Uttar Pradesh ,4/14/2020,102,3,1,2627
Uttar Pradesh ,4/15/2020,75,3,7,3592
Uttar Pradesh ,4/16/2020,70,2,11,1878
Uttar Pradesh ,4/17/2020,44,1,14,3259
Uttar Pradesh ,4/18/2020,126,0,26,3841
Uttar Pradesh ,4/19/2020,125,3,19,3283
Uttar Pradesh ,4/20/2020,84,1,13,2559
Uttar Pradesh ,4/21/2020,153,3,22,3607
Uttar Pradesh ,4/22/2020,112,0,11,4259
Uttar Pradesh ,4/23/2020,61,3,33,3291
Uttar Pradesh ,4/24/2020,111,1,20,7683
Uttar Pradesh ,4/25/2020,172,2,35,3685
Uttar Pradesh ,4/26/2020,80,3,66,4948
Uttar Pradesh ,4/27/2020,113,1,72,5346
Uttar Pradesh ,4/28/2020,67,3,63,3162
Uttar Pradesh ,4/29/2020,81,5,48,3409
Uttar Pradesh ,4/30/2020,77,1,41,4297
Uttar Pradesh ,5/1/2020,117,2,103,4446
Uttar Pradesh ,5/2/2020,159,1,44,3270
Uttar Pradesh ,5/3/2020,158,0,56,10112
Uttar Pradesh ,5/4/2020,121,7,48,2459
Uttar Pradesh ,5/5/2020,114,6,185,6934
Uttar Pradesh ,5/6/2020,118,4,143,4654
Uttar Pradesh ,5/7/2020,73,2,120,3782
Uttar Pradesh ,5/8/2020,143,4,137,6018
Uttar Pradesh ,5/9/2020,159,8,112,5103
Uttar Pradesh ,5/10/2020,94,5,154,5164
Uttar Pradesh ,5/11/2020,106,1,105,5805
Uttar Pradesh ,5/12/2020,91,2,115,4406
Uttar Pradesh ,5/13/2020,94,4,92,5471
Uttar Pradesh ,5/14/2020,144,2,107,7502
Uttar Pradesh ,5/15/2020,155,7,93,6143
Uttar Pradesh ,5/16/2020,201,9,276,3823
Uttar Pradesh ,5/17/2020,206,8,195,9114
Uttar Pradesh ,5/18/2020,141,6,147,4260
Uttar Pradesh ,5/19/2020,321,5,135,5705
Uttar Pradesh ,5/20/2020,249,4,148,8980
Uttar Pradesh ,5/21/2020,340,11,138,15647
Uttar Pradesh ,5/22/2020,220,14,120,7249
Uttar Pradesh ,5/23/2020,282,3,82,3807
Uttar Pradesh ,5/24/2020,251,6,132,11754
Uttar Pradesh ,5/25/2020,229,8,122,6001
Uttar Pradesh ,5/26/2020,227,8,164,4966
Uttar Pradesh ,5/27/2020,267,5,167,0
Uttar Pradesh ,5/28/2020,179,15,224,15679
Uttar Pradesh ,5/29/2020,275,4,195,14653
Uttar Pradesh ,5/30/2020,256,12,241,8368
Uttar Pradesh ,5/31/2020,374,4,192,10604
Uttar Pradesh ,6/1/2020,286,5,187,8011
Uttar Pradesh ,6/2/2020,368,7,146,9718
Uttar Pradesh ,6/3/2020,141,1,81,10159
Uttar Pradesh ,6/4/2020,367,15,182,12883
Uttar Pradesh ,6/5/2020,496,12,209,14054
Uttar Pradesh ,6/6/2020,370,11,260,10368
Uttar Pradesh ,6/7/2020,433,7,277,5173
Uttar Pradesh ,6/8/2020,411,8,159,20465
Uttar Pradesh ,6/9/2020,388,18,325,10563
Uttar Pradesh ,6/10/2020,275,20,302,13351
Uttar Pradesh ,6/11/2020,478,24,321,16032
Uttar Pradesh ,6/12/2020,528,20,317,14932
Uttrakhand,3/15/2020,1,0,0,0
Uttrakhand,3/19/2020,2,0,0,0
Uttrakhand,3/23/2020,1,0,0,0
Uttrakhand,3/25/2020,1,0,0,0
Uttrakhand,3/28/2020,1,0,0,0
Uttrakhand,3/29/2020,1,0,2,0
Uttrakhand,4/2/2020,3,0,0,678
Uttrakhand,4/5/2020,4,0,2,0
Uttrakhand,4/8/2020,4,0,1,0
Uttrakhand,4/13/2020,0,0,2,178
Uttrakhand,4/14/2020,2,0,2,176
Uttrakhand,4/17/2020,3,0,0,238
Uttrakhand,4/18/2020,2,0,0,327
Uttrakhand,4/19/2020,2,0,2,186
Uttrakhand,4/20/2020,2,0,7,333
Uttrakhand,4/21/2020,0,0,1,384
Uttrakhand,4/22/2020,0,0,4,214
Uttrakhand,4/23/2020,1,0,1,198
Uttrakhand,4/24/2020,1,0,1,294
Uttrakhand,4/25/2020,0,0,1,427
Uttrakhand,4/26/2020,3,0,0,83
Uttrakhand,4/28/2020,3,0,0,276
Uttrakhand,4/29/2020,1,0,2,307
Uttrakhand,4/30/2020,2,0,8,519
Uttrakhand,5/1/2020,0,1,1,477
Uttrakhand,5/2/2020,2,0,2,327
Uttrakhand,5/8/2020,2,0,6,333
Uttrakhand,5/9/2020,4,0,1,270
Uttrakhand,5/14/2020,6,0,4,502
Uttrakhand,5/15/2020,4,0,1,751
Uttrakhand,5/17/2020,1,0,1,615
Uttrakhand,5/20/2020,15,0,1,812
Uttrakhand,5/23/2020,91,0,2,1240
Uttrakhand,5/24/2020,73,2,3,1721
Uttrakhand,5/25/2020,32,1,0,1148
Uttrakhand,5/26/2020,51,0,6,959
Uttrakhand,5/27/2020,69,0,15,899
Uttrakhand,5/29/2020,216,0,23,1571
Uttrakhand,5/30/2020,33,1,0,1482
Uttrakhand,6/1/2020,52,0,120,1265
Uttrakhand,6/2/2020,84,2,30,1378
Uttrakhand,6/3/2020,42,1,7,1332
Uttrakhand,6/4/2020,68,2,38,704
Uttrakhand,6/5/2020,62,1,47,850
Uttrakhand,6/6/2020,88,0,78,671
Uttrakhand,6/7/2020,52,2,106,528
Uttrakhand,6/8/2020,56,0,186,1967
Uttrakhand,6/9/2020,126,0,41,1131
Uttrakhand,6/10/2020,25,2,76,608
Uttrakhand,6/11/2020,93,1,55,1016
Uttrakhand,6/12/2020,69,5,61,895
West Bengal,3/17/2020,1,0,0,0
West Bengal,3/20/2020,1,0,0,0
West Bengal,3/21/2020,2,0,0,0
West Bengal,3/22/2020,3,0,0,0
West Bengal,3/24/2020,2,0,0,0
West Bengal,3/26/2020,1,0,0,0
West Bengal,3/27/2020,5,0,0,0
West Bengal,3/28/2020,3,0,0,0
West Bengal,3/29/2020,3,1,0,0
West Bengal,3/30/2020,1,1,0,0
West Bengal,3/31/2020,15,1,3,0
West Bengal,4/7/2020,11,0,3,186
West Bengal,4/9/2020,4,0,3,402
West Bengal,4/12/2020,8,2,3,237
West Bengal,4/13/2020,18,0,10,270
West Bengal,4/14/2020,38,0,7,288
West Bengal,4/15/2020,23,0,1,389
West Bengal,4/16/2020,18,3,5,341
West Bengal,4/17/2020,24,0,9,401
West Bengal,4/18/2020,32,2,4,418
West Bengal,4/19/2020,23,0,7,415
West Bengal,4/20/2020,29,0,4,424
West Bengal,4/21/2020,53,3,7,713
West Bengal,4/23/2020,33,0,6,953
West Bengal,4/24/2020,58,3,24,943
West Bengal,4/26/2020,40,2,2,1013
West Bengal,4/28/2020,48,2,4,1180
West Bengal,4/29/2020,28,0,10,1397
West Bengal,4/30/2020,33,11,5,1905
West Bengal,5/1/2020,37,8,15,2041
West Bengal,5/2/2020,127,7,12,2410
West Bengal,5/3/2020,276,74,-19,1939
West Bengal,5/4/2020,61,11,86,2201
West Bengal,5/5/2020,85,7,46,2455
West Bengal,5/6/2020,112,4,1,2570
West Bengal,5/7/2020,92,7,31,2611
West Bengal,5/8/2020,130,9,27,3015
West Bengal,5/9/2020,108,11,49,3601
West Bengal,5/10/2020,153,14,45,4046
West Bengal,5/11/2020,124,5,82,4201
West Bengal,5/12/2020,110,8,113,5007
West Bengal,5/13/2020,117,9,90,5010
West Bengal,5/14/2020,87,8,66,5205
West Bengal,5/15/2020,84,10,61,6706
West Bengal,5/16/2020,115,7,63,7745
West Bengal,5/17/2020,101,6,67,8668
West Bengal,5/18/2020,147,6,47,7614
West Bengal,5/19/2020,137,6,68,8712
West Bengal,5/20/2020,142,3,62,8720
West Bengal,5/21/2020,94,6,57,4242
West Bengal,5/22/2020,135,6,28,5355
West Bengal,5/23/2020,127,4,60,9009
West Bengal,5/24/2020,208,3,58,9216
West Bengal,5/25/2020,149,6,75,9225
West Bengal,5/26/2020,193,5,72,9228
West Bengal,5/27/2020,183,6,92,9236
West Bengal,5/28/2020,344,6,90,9256
West Bengal,5/29/2020,277,7,107,9282
West Bengal,5/30/2020,317,7,195,9346
West Bengal,5/31/2020,371,8,187,9354
West Bengal,6/1/2020,271,8,149,9480
West Bengal,6/2/2020,396,10,104,9495
West Bengal,6/3/2020,340,10,170,9499
West Bengal,6/4/2020,368,10,188,9606
West Bengal,6/5/2020,427,11,144,9686
West Bengal,6/6/2020,435,17,207,9771
West Bengal,6/7/2020,449,13,184,9786
West Bengal,6/8/2020,426,9,162,9024
West Bengal,6/9/2020,372,10,155,7802
West Bengal,6/10/2020,343,17,159,9519
West Bengal,6/11/2020,440,10,209,9522
West Bengal,6/12/2020,476,9,218,8758